unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1600527600000,2020-09-19 15:00:00,ETH/USDT,384.75,385.43,383.11,384.51,36521.756,14036321.46267,17846
1600531200000,2020-09-19 16:00:00,ETH/USDT,384.51,386.64,383.79,384.43,46953.207,18078153.00233,20412
1600534800000,2020-09-19 17:00:00,ETH/USDT,384.43,386.00,384.41,385.96,31655.754,12206166.15600,16986
1600538400000,2020-09-19 18:00:00,ETH/USDT,385.96,386.00,381.22,384.17,71624.266,27453962.91944,24127
1600542000000,2020-09-19 19:00:00,ETH/USDT,384.18,385.25,383.10,384.68,25449.572,9778283.17963,17125
1600545600000,2020-09-19 20:00:00,ETH/USDT,384.68,385.99,383.70,385.82,25137.868,9676904.67629,14701
1600549200000,2020-09-19 21:00:00,ETH/USDT,385.82,385.85,383.39,385.10,17735.841,6820837.86669,14948
1600552800000,2020-09-19 22:00:00,ETH/USDT,385.10,385.10,382.77,384.61,18010.372,6912848.43808,14729
1600556400000,2020-09-19 23:00:00,ETH/USDT,384.61,385.52,383.25,384.96,17296.492,6654099.80795,13898
1600560000000,2020-09-20 00:00:00,ETH/USDT,384.95,385.33,383.07,383.53,29509.761,11327071.76021,16516
1600563600000,2020-09-20 01:00:00,ETH/USDT,383.53,383.63,380.21,380.37,79599.073,30343855.94715,26205
1600567200000,2020-09-20 02:00:00,ETH/USDT,380.34,381.49,379.16,380.01,41844.750,15925660.78350,18596
1600570800000,2020-09-20 03:00:00,ETH/USDT,380.00,381.72,379.01,381.12,30331.917,11544944.30174,15428
1600574400000,2020-09-20 04:00:00,ETH/USDT,381.11,382.08,380.52,381.52,24273.779,9257077.75254,13748
1600578000000,2020-09-20 05:00:00,ETH/USDT,381.51,381.77,379.93,380.80,26646.641,10144752.26285,13552
1600581600000,2020-09-20 06:00:00,ETH/USDT,380.80,381.40,379.69,381.39,22835.682,8692313.21139,12988
1600585200000,2020-09-20 07:00:00,ETH/USDT,381.39,381.90,380.66,380.79,18610.787,7096749.12843,13261
1600588800000,2020-09-20 08:00:00,ETH/USDT,380.79,382.00,379.48,379.56,44794.144,17042586.63697,16210
1600592400000,2020-09-20 09:00:00,ETH/USDT,379.56,380.50,377.36,380.19,60151.532,22787762.57323,25767
1600596000000,2020-09-20 10:00:00,ETH/USDT,380.20,381.00,378.66,380.80,30850.631,11722286.35052,18025
1600599600000,2020-09-20 11:00:00,ETH/USDT,380.79,380.94,379.00,379.38,22656.043,8609435.19946,14580
1600603200000,2020-09-20 12:00:00,ETH/USDT,379.37,379.49,370.00,372.00,200315.120,74873266.17500,51496
1600606800000,2020-09-20 13:00:00,ETH/USDT,371.99,374.03,370.17,373.27,79832.159,29715902.66586,32036
1600610400000,2020-09-20 14:00:00,ETH/USDT,373.27,373.59,371.99,372.02,34071.276,12692781.79853,20023
1600614000000,2020-09-20 15:00:00,ETH/USDT,372.01,372.97,370.33,370.51,46387.050,17251545.94263,18884
1600617600000,2020-09-20 16:00:00,ETH/USDT,370.55,371.26,364.52,370.07,182166.723,66995002.16998,49662
1600621200000,2020-09-20 17:00:00,ETH/USDT,370.10,373.20,369.44,372.50,76786.503,28519905.25123,23384
1600624800000,2020-09-20 18:00:00,ETH/USDT,372.49,372.85,370.31,372.25,34995.001,13000627.37016,14788
1600628400000,2020-09-20 19:00:00,ETH/USDT,372.25,373.10,370.20,370.96,40693.063,15128318.20139,16480
1600632000000,2020-09-20 20:00:00,ETH/USDT,370.92,371.23,367.66,368.89,44189.709,16317411.48572,18707
1600635600000,2020-09-20 21:00:00,ETH/USDT,368.90,370.76,366.17,369.68,42639.519,15703359.19487,19647
1600639200000,2020-09-20 22:00:00,ETH/USDT,369.69,370.95,365.69,368.97,72723.943,26736367.41641,24312
1600642800000,2020-09-20 23:00:00,ETH/USDT,368.97,372.24,368.97,370.85,60587.643,22463971.07196,24204
1600646400000,2020-09-21 00:00:00,ETH/USDT,370.86,377.20,368.50,374.30,109243.660,40732901.60900,34866
1600650000000,2020-09-21 01:00:00,ETH/USDT,374.30,376.08,373.27,373.99,59804.757,22389414.81856,22625
1600653600000,2020-09-21 02:00:00,ETH/USDT,373.99,375.16,373.13,373.49,33029.609,12355532.93863,15805
1600657200000,2020-09-21 03:00:00,ETH/USDT,373.49,374.95,372.70,374.70,43968.887,16441738.37266,19857
1600660800000,2020-09-21 04:00:00,ETH/USDT,374.70,375.22,373.64,373.87,36391.469,13628484.68250,17516
1600664400000,2020-09-21 05:00:00,ETH/USDT,373.87,374.60,373.22,374.34,32178.685,12027051.70954,15821
1600668000000,2020-09-21 06:00:00,ETH/USDT,374.35,375.33,372.83,373.18,49411.515,18480273.62958,17694
1600671600000,2020-09-21 07:00:00,ETH/USDT,373.18,373.88,369.06,369.63,97919.925,36349451.86211,25519
1600675200000,2020-09-21 08:00:00,ETH/USDT,369.63,370.87,365.42,367.60,153940.071,56564913.69383,36269
1600678800000,2020-09-21 09:00:00,ETH/USDT,367.61,368.00,357.30,358.42,239360.029,86566103.72156,58375
1600682400000,2020-09-21 10:00:00,ETH/USDT,358.43,359.89,353.40,356.41,221593.471,79079262.59893,55270
1600686000000,2020-09-21 11:00:00,ETH/USDT,356.41,357.67,348.23,352.35,259551.612,91531074.43576,60463
1600689600000,2020-09-21 12:00:00,ETH/USDT,352.35,352.35,339.38,344.89,372169.306,128333046.92600,86029
1600693200000,2020-09-21 13:00:00,ETH/USDT,344.87,349.47,344.17,345.35,197280.656,68438567.15608,48449
1600696800000,2020-09-21 14:00:00,ETH/USDT,345.35,346.36,330.66,337.92,426195.603,143960834.54080,95076
1600700400000,2020-09-21 15:00:00,ETH/USDT,337.92,341.33,336.28,339.85,187001.868,63333216.80361,48332
1600704000000,2020-09-21 16:00:00,ETH/USDT,339.85,343.10,335.90,339.09,175455.302,59619687.59766,48666
1600707600000,2020-09-21 17:00:00,ETH/USDT,339.10,343.50,338.08,340.75,92912.676,31695741.38220,28824
1600711200000,2020-09-21 18:00:00,ETH/USDT,340.76,342.39,338.52,342.35,71384.655,24298144.57808,25132
1600714800000,2020-09-21 19:00:00,ETH/USDT,342.34,345.85,342.00,345.13,107226.027,36916070.56529,30455
1600718400000,2020-09-21 20:00:00,ETH/USDT,345.13,349.00,344.23,345.72,108983.003,37836620.69084,28966
1600722000000,2020-09-21 21:00:00,ETH/USDT,345.71,349.00,345.25,347.86,44633.564,15487212.03047,17749
1600725600000,2020-09-21 22:00:00,ETH/USDT,347.86,347.96,343.73,344.11,75915.620,26257651.46711,19363
1600729200000,2020-09-21 23:00:00,ETH/USDT,344.11,344.96,339.45,340.19,97228.669,33314099.42497,28765
1600732800000,2020-09-22 00:00:00,ETH/USDT,340.19,345.11,337.33,342.35,146888.516,50212580.87114,39248
1600736400000,2020-09-22 01:00:00,ETH/USDT,342.36,343.43,340.00,342.01,81171.018,27717062.92723,22838
1600740000000,2020-09-22 02:00:00,ETH/USDT,342.01,344.70,341.25,344.68,64981.373,22266644.55843,21044
1600743600000,2020-09-22 03:00:00,ETH/USDT,344.69,345.45,341.63,343.14,66531.101,22848604.50302,20872
1600747200000,2020-09-22 04:00:00,ETH/USDT,343.14,346.69,343.13,343.95,79982.655,27562001.02394,21543
1600750800000,2020-09-22 05:00:00,ETH/USDT,343.99,345.29,342.89,343.75,53240.479,18326068.14377,18856
1600754400000,2020-09-22 06:00:00,ETH/USDT,343.74,346.43,341.00,341.86,110720.792,37993193.61090,28526
1600758000000,2020-09-22 07:00:00,ETH/USDT,341.87,343.46,335.27,335.93,161174.598,54504204.40277,42416
1600761600000,2020-09-22 08:00:00,ETH/USDT,335.91,342.29,335.89,342.01,137947.558,46852799.87003,33435
1600765200000,2020-09-22 09:00:00,ETH/USDT,342.04,342.87,339.50,339.87,88960.855,30333796.19115,25814
1600768800000,2020-09-22 10:00:00,ETH/USDT,339.90,342.02,339.01,340.86,70146.699,23910566.56475,24348
1600772400000,2020-09-22 11:00:00,ETH/USDT,340.86,342.34,338.70,339.33,73866.921,25174495.85761,22596
1600776000000,2020-09-22 12:00:00,ETH/USDT,339.34,342.48,336.30,341.85,115759.636,39328458.07675,30732
1600779600000,2020-09-22 13:00:00,ETH/USDT,341.87,344.40,340.31,340.72,114310.112,39169794.91215,29889
1600783200000,2020-09-22 14:00:00,ETH/USDT,340.72,343.30,339.06,339.06,83238.482,28410506.27557,26679
1600786800000,2020-09-22 15:00:00,ETH/USDT,339.06,342.45,338.06,341.03,115753.481,39411570.83490,29442
1600790400000,2020-09-22 16:00:00,ETH/USDT,341.03,343.00,340.29,340.81,73529.300,25128130.40537,24697
1600794000000,2020-09-22 17:00:00,ETH/USDT,340.77,343.79,340.43,343.53,63580.720,21758215.38107,23795
1600797600000,2020-09-22 18:00:00,ETH/USDT,343.54,344.35,342.00,342.93,62649.159,21504394.32749,23320
1600801200000,2020-09-22 19:00:00,ETH/USDT,342.93,343.80,341.81,343.46,36821.802,12615892.16743,17369
1600804800000,2020-09-22 20:00:00,ETH/USDT,343.43,345.30,342.71,344.39,65982.646,22717101.82725,20620
1600808400000,2020-09-22 21:00:00,ETH/USDT,344.39,346.75,340.20,346.20,106563.736,36689196.70388,29473
1600812000000,2020-09-22 22:00:00,ETH/USDT,346.20,346.50,342.61,343.27,84528.953,29099133.55288,22857
1600815600000,2020-09-22 23:00:00,ETH/USDT,343.22,344.17,342.05,344.06,47411.360,16271575.47813,16594
1600819200000,2020-09-23 00:00:00,ETH/USDT,344.05,344.37,342.01,342.45,55786.010,19138593.39285,19318
1600822800000,2020-09-23 01:00:00,ETH/USDT,342.45,343.64,342.15,343.40,24398.798,8365957.09982,15917
1600826400000,2020-09-23 02:00:00,ETH/USDT,343.40,344.60,342.53,343.43,41481.149,14241470.63865,17009
1600830000000,2020-09-23 03:00:00,ETH/USDT,343.43,343.43,340.61,340.92,57137.589,19523096.97600,20000
1600833600000,2020-09-23 04:00:00,ETH/USDT,340.92,341.50,338.51,339.87,73805.224,25092669.23630,21703
1600837200000,2020-09-23 05:00:00,ETH/USDT,339.88,341.64,338.13,340.32,73899.298,25147902.27184,19537
1600840800000,2020-09-23 06:00:00,ETH/USDT,340.32,340.66,337.20,338.18,89818.421,30423405.77224,24489
1600844400000,2020-09-23 07:00:00,ETH/USDT,338.18,338.78,332.60,335.59,185415.447,62123482.04849,41895
1600848000000,2020-09-23 08:00:00,ETH/USDT,335.59,337.21,334.07,336.11,73830.325,24790262.63992,25531
1600851600000,2020-09-23 09:00:00,ETH/USDT,336.11,339.11,335.68,338.73,92989.039,31377820.31843,28114
1600855200000,2020-09-23 10:00:00,ETH/USDT,338.72,339.29,337.27,338.83,64572.483,21829760.91962,24436
1600858800000,2020-09-23 11:00:00,ETH/USDT,338.83,340.30,338.10,338.45,78221.098,26532658.02147,23745
1600862400000,2020-09-23 12:00:00,ETH/USDT,338.45,342.00,337.27,340.49,109359.645,37186080.27763,31164
1600866000000,2020-09-23 13:00:00,ETH/USDT,340.49,343.35,340.11,341.06,93202.707,31865312.29644,30181
1600869600000,2020-09-23 14:00:00,ETH/USDT,341.06,341.38,338.54,338.96,96834.460,32890900.69198,28013
1600873200000,2020-09-23 15:00:00,ETH/USDT,338.96,340.00,338.00,338.50,52851.870,17920019.26719,23382
1600876800000,2020-09-23 16:00:00,ETH/USDT,338.49,340.20,337.70,339.59,48265.494,16364573.60991,22922
1600880400000,2020-09-23 17:00:00,ETH/USDT,339.60,341.46,337.55,337.88,59029.726,20033104.17893,20508
1600884000000,2020-09-23 18:00:00,ETH/USDT,337.83,338.17,334.77,334.92,87078.513,29284335.41925,28405
1600887600000,2020-09-23 19:00:00,ETH/USDT,334.92,335.67,325.34,327.49,321074.363,105656899.61386,74014
1600891200000,2020-09-23 20:00:00,ETH/USDT,327.49,329.02,312.36,322.99,373673.273,119912948.41330,80065
1600894800000,2020-09-23 21:00:00,ETH/USDT,322.94,327.26,320.20,322.18,187460.874,60560289.84910,46056
1600898400000,2020-09-23 22:00:00,ETH/USDT,322.19,323.98,320.50,323.79,89003.072,28688462.72977,35756
1600902000000,2020-09-23 23:00:00,ETH/USDT,323.80,323.80,318.08,320.64,118298.287,37906952.81665,33612
1600905600000,2020-09-24 00:00:00,ETH/USDT,320.64,323.00,316.37,322.45,159060.695,51004228.46767,42329
1600909200000,2020-09-24 01:00:00,ETH/USDT,322.45,324.85,321.59,323.28,74561.878,24117920.24569,29474
1600912800000,2020-09-24 02:00:00,ETH/USDT,323.28,326.44,322.72,323.33,75635.383,24522851.17282,24117
1600916400000,2020-09-24 03:00:00,ETH/USDT,323.33,325.89,323.33,324.64,44085.111,14313241.77516,20589
1600920000000,2020-09-24 04:00:00,ETH/USDT,324.64,326.77,323.40,323.94,70613.836,22945234.17887,31109
1600923600000,2020-09-24 05:00:00,ETH/USDT,323.94,325.34,323.52,324.81,40394.668,13101856.01346,24251
1600927200000,2020-09-24 06:00:00,ETH/USDT,324.81,326.35,323.65,323.71,64750.190,21044142.19946,25451
1600930800000,2020-09-24 07:00:00,ETH/USDT,323.71,328.90,323.71,327.93,93521.669,30508862.61974,30628
1600934400000,2020-09-24 08:00:00,ETH/USDT,327.90,328.73,325.32,325.89,82070.118,26810228.55449,33671
1600938000000,2020-09-24 09:00:00,ETH/USDT,325.87,329.50,324.80,328.30,84760.220,27719482.75428,31793
1600941600000,2020-09-24 10:00:00,ETH/USDT,328.30,333.91,327.50,332.76,132683.116,43790207.59083,42165
1600945200000,2020-09-24 11:00:00,ETH/USDT,332.76,340.76,332.00,338.06,261060.772,88016930.02197,66863
1600948800000,2020-09-24 12:00:00,ETH/USDT,338.06,339.43,334.48,335.24,116419.405,39210262.48160,36678
1600952400000,2020-09-24 13:00:00,ETH/USDT,335.24,337.50,333.00,336.83,160157.038,53702916.79783,45145
1600956000000,2020-09-24 14:00:00,ETH/USDT,336.83,339.12,335.50,337.40,125720.388,42404718.85033,38477
1600959600000,2020-09-24 15:00:00,ETH/USDT,337.36,345.50,336.45,344.25,250597.457,85706059.67959,58814
1600963200000,2020-09-24 16:00:00,ETH/USDT,344.23,349.00,342.90,346.28,266404.047,92272337.39727,65639
1600966800000,2020-09-24 17:00:00,ETH/USDT,346.28,348.60,344.91,345.78,98802.886,34244205.23687,37968
1600970400000,2020-09-24 18:00:00,ETH/USDT,345.73,348.20,343.75,344.11,85955.443,29735545.76623,34250
1600974000000,2020-09-24 19:00:00,ETH/USDT,344.09,346.30,343.31,345.69,72932.679,25156511.90118,29670
1600977600000,2020-09-24 20:00:00,ETH/USDT,345.70,347.36,345.16,345.46,46927.357,16245341.23060,24591
1600981200000,2020-09-24 21:00:00,ETH/USDT,345.44,347.48,344.57,345.61,33330.011,11521778.17154,21345
1600984800000,2020-09-24 22:00:00,ETH/USDT,345.61,353.09,345.01,350.66,177247.072,62014466.47211,49589
1600988400000,2020-09-24 23:00:00,ETH/USDT,350.66,351.50,347.92,348.77,61971.621,21642951.40117,26105
1600992000000,2020-09-25 00:00:00,ETH/USDT,348.73,350.32,346.27,347.64,72682.320,25300821.87147,30560
1600995600000,2020-09-25 01:00:00,ETH/USDT,347.62,348.45,345.56,346.52,57800.855,20061422.06237,23163
1600999200000,2020-09-25 02:00:00,ETH/USDT,346.52,347.48,345.71,346.93,52471.936,18193406.68007,22013
1601002800000,2020-09-25 03:00:00,ETH/USDT,346.93,348.17,344.21,344.76,67965.004,23537087.95380,24676
1601006400000,2020-09-25 04:00:00,ETH/USDT,344.78,345.88,343.94,344.65,51136.182,17635458.72205,22545
1601010000000,2020-09-25 05:00:00,ETH/USDT,344.65,344.65,340.50,341.00,105051.570,36010878.23572,32886
1601013600000,2020-09-25 06:00:00,ETH/USDT,341.00,344.79,339.60,344.60,101941.114,34849847.26182,31033
1601017200000,2020-09-25 07:00:00,ETH/USDT,344.59,344.59,342.42,342.82,76632.732,26315371.36864,28212
1601020800000,2020-09-25 08:00:00,ETH/USDT,342.82,342.96,337.50,338.57,160459.815,54567443.84039,41921
1601024400000,2020-09-25 09:00:00,ETH/USDT,338.58,341.28,337.60,340.11,108181.710,36728256.00689,32897
1601028000000,2020-09-25 10:00:00,ETH/USDT,340.15,342.55,339.20,340.42,83806.206,28555745.83139,28034
1601031600000,2020-09-25 11:00:00,ETH/USDT,340.42,344.82,339.03,343.70,123910.989,42443364.47859,35405
1601035200000,2020-09-25 12:00:00,ETH/USDT,343.70,348.67,343.17,344.58,147901.328,51142483.09101,41819
1601038800000,2020-09-25 13:00:00,ETH/USDT,344.57,345.90,342.20,343.98,78795.234,27145150.66893,31588
1601042400000,2020-09-25 14:00:00,ETH/USDT,343.89,345.53,340.44,345.21,102847.531,35308357.42082,34774
1601046000000,2020-09-25 15:00:00,ETH/USDT,345.23,347.58,343.70,347.12,110598.121,38284064.93045,34849
1601049600000,2020-09-25 16:00:00,ETH/USDT,347.13,348.88,344.87,346.40,82503.400,28596290.82362,30412
1601053200000,2020-09-25 17:00:00,ETH/USDT,346.40,350.47,345.31,349.38,87740.147,30572309.50788,29448
1601056800000,2020-09-25 18:00:00,ETH/USDT,349.38,355.45,349.38,353.80,147369.540,52045996.93420,45649
1601060400000,2020-09-25 19:00:00,ETH/USDT,353.79,355.19,352.53,353.90,61907.663,21896152.47765,26264
1601064000000,2020-09-25 20:00:00,ETH/USDT,353.91,357.88,353.90,354.65,92933.183,33068977.06930,32925
1601067600000,2020-09-25 21:00:00,ETH/USDT,354.65,357.14,352.85,357.11,47261.022,16756837.97006,24063
1601071200000,2020-09-25 22:00:00,ETH/USDT,357.11,357.70,351.05,352.02,72664.014,25692612.93872,27668
1601074800000,2020-09-25 23:00:00,ETH/USDT,352.02,353.27,350.02,351.88,53910.480,18954289.09911,22999
1601078400000,2020-09-26 00:00:00,ETH/USDT,351.88,353.99,350.28,350.47,62805.336,22107552.36522,25503
1601082000000,2020-09-26 01:00:00,ETH/USDT,350.50,352.81,349.44,351.58,43812.704,15391371.88727,21059
1601085600000,2020-09-26 02:00:00,ETH/USDT,351.56,352.67,350.50,351.87,37888.607,13314572.59443,19480
1601089200000,2020-09-26 03:00:00,ETH/USDT,351.87,353.19,350.27,350.71,41653.929,14658613.48898,22295
1601092800000,2020-09-26 04:00:00,ETH/USDT,350.71,351.97,348.80,351.81,45368.641,15886193.23583,20601
1601096400000,2020-09-26 05:00:00,ETH/USDT,351.81,356.58,351.71,352.61,91249.300,32241476.04743,31570
1601100000000,2020-09-26 06:00:00,ETH/USDT,352.61,356.03,352.20,354.44,61909.376,21943555.20320,22875
1601103600000,2020-09-26 07:00:00,ETH/USDT,354.45,354.80,349.87,350.80,72387.365,25491605.70448,27341
1601107200000,2020-09-26 08:00:00,ETH/USDT,350.79,351.76,349.39,350.45,45905.242,16090155.65246,21113
1601110800000,2020-09-26 09:00:00,ETH/USDT,350.44,352.83,349.03,350.85,76634.764,26905667.00465,29614
1601114400000,2020-09-26 10:00:00,ETH/USDT,350.84,351.51,347.50,350.06,94936.383,33201865.27944,32294
1601118000000,2020-09-26 11:00:00,ETH/USDT,350.05,351.71,349.72,351.64,34172.180,11990869.09230,21359
1601121600000,2020-09-26 12:00:00,ETH/USDT,351.63,351.63,348.50,349.53,52822.275,18464061.63520,21957
1601125200000,2020-09-26 13:00:00,ETH/USDT,349.52,349.70,347.03,347.05,48162.993,16782897.85759,23744
1601128800000,2020-09-26 14:00:00,ETH/USDT,347.06,353.88,345.76,351.51,113013.888,39665371.78634,38484
1601132400000,2020-09-26 15:00:00,ETH/USDT,351.50,354.80,351.35,352.30,51238.500,18084156.64248,23384
1601136000000,2020-09-26 16:00:00,ETH/USDT,352.29,354.64,350.30,354.54,66256.880,23365292.89724,28814
1601139600000,2020-09-26 17:00:00,ETH/USDT,354.56,354.92,352.89,354.12,33803.736,11963584.72703,20251
1601143200000,2020-09-26 18:00:00,ETH/USDT,354.13,356.00,352.30,353.27,57289.799,20266597.79186,23175
1601146800000,2020-09-26 19:00:00,ETH/USDT,353.27,353.35,351.30,352.23,29528.953,10402499.86351,19352
1601150400000,2020-09-26 20:00:00,ETH/USDT,352.23,353.80,351.80,353.27,21721.728,7661574.33755,17108
1601154000000,2020-09-26 21:00:00,ETH/USDT,353.27,355.50,352.23,352.29,40054.406,14195797.98864,21876
1601157600000,2020-09-26 22:00:00,ETH/USDT,352.26,354.25,350.71,353.22,38316.878,13507057.84610,21614
1601161200000,2020-09-26 23:00:00,ETH/USDT,353.17,355.27,353.17,353.88,32414.153,11489925.75281,19468
1601164800000,2020-09-27 00:00:00,ETH/USDT,353.89,360.79,353.37,359.81,118201.915,42277450.51382,36683
1601168400000,2020-09-27 01:00:00,ETH/USDT,359.79,362.22,358.38,359.72,101661.572,36620145.21281,30420
1601172000000,2020-09-27 02:00:00,ETH/USDT,359.72,360.88,358.11,359.34,48868.388,17556426.58091,22301
1601175600000,2020-09-27 03:00:00,ETH/USDT,359.34,360.19,358.24,359.27,62438.230,22436077.77351,22981
1601179200000,2020-09-27 04:00:00,ETH/USDT,359.27,361.95,359.27,360.82,43809.224,15800552.17953,22195
1601182800000,2020-09-27 05:00:00,ETH/USDT,360.79,362.00,359.40,360.28,61556.259,22196399.34126,25301
1601186400000,2020-09-27 06:00:00,ETH/USDT,360.27,360.63,352.21,353.10,154382.278,54998907.01244,43157
1601190000000,2020-09-27 07:00:00,ETH/USDT,353.09,354.93,353.00,354.17,69102.353,24468120.40960,25091
1601193600000,2020-09-27 08:00:00,ETH/USDT,354.16,354.16,350.18,352.41,94994.743,33431449.91401,29550
1601197200000,2020-09-27 09:00:00,ETH/USDT,352.40,352.54,350.10,350.47,51989.134,18271299.72618,24534
1601200800000,2020-09-27 10:00:00,ETH/USDT,350.47,353.29,350.10,352.52,47828.008,16828576.37215,24441
1601204400000,2020-09-27 11:00:00,ETH/USDT,352.52,352.84,348.66,349.04,40628.647,14251918.07479,15041
1601208000000,2020-09-27 12:00:00,ETH/USDT,349.05,352.55,346.79,352.28,91859.213,32177273.94744,33815
1601211600000,2020-09-27 13:00:00,ETH/USDT,352.28,352.80,351.06,352.37,34897.402,12287028.61208,19724
1601215200000,2020-09-27 14:00:00,ETH/USDT,352.37,353.12,350.45,351.47,37623.777,13228611.27876,19664
1601218800000,2020-09-27 15:00:00,ETH/USDT,351.48,356.85,349.12,355.56,120363.810,42484261.22047,34848
1601222400000,2020-09-27 16:00:00,ETH/USDT,355.54,357.32,353.14,353.82,119024.255,42283244.63313,29542
1601226000000,2020-09-27 17:00:00,ETH/USDT,353.86,354.35,351.95,352.45,45810.364,16169111.75890,17965
1601229600000,2020-09-27 18:00:00,ETH/USDT,352.44,353.70,351.23,351.73,27540.345,9715518.33680,15622
1601233200000,2020-09-27 19:00:00,ETH/USDT,351.78,354.40,351.28,353.90,33553.450,11836494.50419,16534
1601236800000,2020-09-27 20:00:00,ETH/USDT,353.91,354.29,352.84,353.15,17738.668,6269721.25638,13309
1601240400000,2020-09-27 21:00:00,ETH/USDT,353.17,354.22,352.05,352.83,24521.484,8657727.85166,15482
1601244000000,2020-09-27 22:00:00,ETH/USDT,352.84,355.79,352.84,354.43,39208.109,13901459.23715,16504
1601247600000,2020-09-27 23:00:00,ETH/USDT,354.44,357.54,353.23,357.40,76282.086,27144947.38798,20941
1601251200000,2020-09-28 00:00:00,ETH/USDT,357.29,360.70,356.91,357.74,153726.442,55152477.12326,39535
1601254800000,2020-09-28 01:00:00,ETH/USDT,357.74,359.33,357.16,359.33,56563.241,20274632.22044,20671
1601258400000,2020-09-28 02:00:00,ETH/USDT,359.31,360.50,357.60,358.35,47567.953,17073719.70051,20170
1601262000000,2020-09-28 03:00:00,ETH/USDT,358.36,358.76,356.53,357.92,43912.793,15704493.52422,19883
1601265600000,2020-09-28 04:00:00,ETH/USDT,357.92,359.21,357.30,358.35,41768.004,14969747.00010,17529
1601269200000,2020-09-28 05:00:00,ETH/USDT,358.35,360.04,357.00,357.37,57440.251,20601606.63738,20812
1601272800000,2020-09-28 06:00:00,ETH/USDT,357.42,358.22,355.33,356.53,56648.393,20211020.93452,19490
1601276400000,2020-09-28 07:00:00,ETH/USDT,356.54,357.88,354.56,357.17,53302.923,18997747.28386,20276
1601280000000,2020-09-28 08:00:00,ETH/USDT,357.17,359.54,355.88,357.21,82996.098,29701138.78645,23418
1601283600000,2020-09-28 09:00:00,ETH/USDT,357.23,358.94,356.89,357.30,42460.912,15191315.73556,18706
1601287200000,2020-09-28 10:00:00,ETH/USDT,357.30,359.21,356.42,358.84,49708.812,17802553.93667,21114
1601290800000,2020-09-28 11:00:00,ETH/USDT,358.84,360.00,356.50,357.97,78845.514,28239182.30502,25903
1601294400000,2020-09-28 12:00:00,ETH/USDT,357.98,367.65,356.90,363.98,306481.148,111329919.26263,69093
1601298000000,2020-09-28 13:00:00,ETH/USDT,363.98,365.30,362.60,363.29,104468.728,38019006.01687,32158
1601301600000,2020-09-28 14:00:00,ETH/USDT,363.29,364.40,362.22,362.63,56100.547,20380152.35571,21135
1601305200000,2020-09-28 15:00:00,ETH/USDT,362.63,365.12,362.04,364.99,57803.687,21047072.88948,23887
1601308800000,2020-09-28 16:00:00,ETH/USDT,364.99,365.94,363.42,364.31,56203.099,20484747.84185,22953
1601312400000,2020-09-28 17:00:00,ETH/USDT,364.29,368.45,363.48,365.16,75495.655,27581727.75741,27388
1601316000000,2020-09-28 18:00:00,ETH/USDT,365.15,365.15,362.75,363.28,39597.372,14393669.79006,19185
1601319600000,2020-09-28 19:00:00,ETH/USDT,363.24,363.72,360.66,363.12,56305.101,20399791.92551,21591
1601323200000,2020-09-28 20:00:00,ETH/USDT,363.20,363.33,361.60,362.75,31162.648,11296947.34527,16174
1601326800000,2020-09-28 21:00:00,ETH/USDT,362.74,363.81,361.05,363.53,28835.996,10452113.28407,16876
1601330400000,2020-09-28 22:00:00,ETH/USDT,363.53,363.56,360.43,361.23,28278.959,10236693.36134,15605
1601334000000,2020-09-28 23:00:00,ETH/USDT,361.23,361.72,351.60,353.85,243863.193,86831825.09388,51566
1601337600000,2020-09-29 00:00:00,ETH/USDT,353.84,355.31,351.27,354.47,90108.421,31869623.94514,29683
1601341200000,2020-09-29 01:00:00,ETH/USDT,354.46,355.24,353.19,353.47,46313.456,16406645.14832,21697
1601344800000,2020-09-29 02:00:00,ETH/USDT,353.47,355.00,352.83,353.75,50749.994,17958957.91643,20011
1601348400000,2020-09-29 03:00:00,ETH/USDT,353.73,354.50,352.46,352.95,42191.144,14917830.73363,17979
1601352000000,2020-09-29 04:00:00,ETH/USDT,352.95,354.18,352.50,353.07,37254.587,13166717.19651,17309
1601355600000,2020-09-29 05:00:00,ETH/USDT,353.06,353.26,351.05,351.70,68554.075,24149334.30389,22016
1601359200000,2020-09-29 06:00:00,ETH/USDT,351.69,356.00,350.07,355.19,90761.910,32063970.02284,26242
1601362800000,2020-09-29 07:00:00,ETH/USDT,355.19,355.69,354.25,354.72,49686.622,17630949.26687,20069
1601366400000,2020-09-29 08:00:00,ETH/USDT,354.67,355.55,353.90,355.37,37558.989,13326566.87755,16675
1601370000000,2020-09-29 09:00:00,ETH/USDT,355.31,356.42,354.08,354.63,50096.697,17798519.84540,20964
1601373600000,2020-09-29 10:00:00,ETH/USDT,354.63,358.23,354.17,356.85,76025.241,27112665.10328,24758
1601377200000,2020-09-29 11:00:00,ETH/USDT,356.85,358.98,356.41,357.39,59664.718,21334078.07200,24539
1601380800000,2020-09-29 12:00:00,ETH/USDT,357.39,357.94,356.58,357.46,38194.230,13646093.88471,21939
1601384400000,2020-09-29 13:00:00,ETH/USDT,357.46,357.70,354.57,357.36,73450.477,26163839.95759,28521
1601388000000,2020-09-29 14:00:00,ETH/USDT,357.36,359.85,355.54,356.93,93134.220,33304404.05529,29840
