unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1611936000000,2021-01-29 16:00:00,ETH/USDT,1398.53,1411.30,1368.00,1378.00,182447.561,253999126.02049,140561
1611939600000,2021-01-29 17:00:00,ETH/USDT,1378.00,1397.74,1367.58,1375.40,164334.218,227105797.29179,129453
1611943200000,2021-01-29 18:00:00,ETH/USDT,1375.41,1383.46,1340.32,1355.44,219014.612,297726885.59275,163158
1611946800000,2021-01-29 19:00:00,ETH/USDT,1355.41,1358.40,1314.25,1349.74,249862.503,333435627.75796,186388
1611950400000,2021-01-29 20:00:00,ETH/USDT,1349.94,1360.00,1334.13,1349.30,160125.164,216008940.99714,126232
1611954000000,2021-01-29 21:00:00,ETH/USDT,1349.30,1379.95,1346.14,1372.81,149573.338,204147064.09345,113407
1611957600000,2021-01-29 22:00:00,ETH/USDT,1373.00,1413.57,1371.29,1399.04,181621.147,254001605.79179,147537
1611961200000,2021-01-29 23:00:00,ETH/USDT,1399.14,1399.74,1371.00,1381.99,161739.188,224141244.70462,126310
1611964800000,2021-01-30 00:00:00,ETH/USDT,1382.14,1409.35,1368.00,1368.95,168347.892,234060424.39428,129307
1611968400000,2021-01-30 01:00:00,ETH/USDT,1369.06,1393.34,1366.09,1371.61,99065.367,136503107.85668,90735
1611972000000,2021-01-30 02:00:00,ETH/USDT,1371.63,1377.69,1344.80,1348.16,150023.094,204428114.08349,109394
1611975600000,2021-01-30 03:00:00,ETH/USDT,1348.11,1355.96,1328.00,1344.14,139489.837,187064046.35501,123248
1611979200000,2021-01-30 04:00:00,ETH/USDT,1344.16,1353.00,1340.94,1344.49,97384.721,131228942.43986,84118
1611982800000,2021-01-30 05:00:00,ETH/USDT,1344.49,1355.30,1330.00,1337.28,101326.788,136182534.28781,89631
1611986400000,2021-01-30 06:00:00,ETH/USDT,1337.29,1351.00,1328.80,1348.41,92840.496,124423986.74502,87529
1611990000000,2021-01-30 07:00:00,ETH/USDT,1348.20,1359.00,1337.60,1347.88,106924.434,144129064.58710,94372
1611993600000,2021-01-30 08:00:00,ETH/USDT,1347.85,1353.89,1336.89,1343.92,92379.927,124335485.81016,83053
1611997200000,2021-01-30 09:00:00,ETH/USDT,1343.87,1353.01,1339.93,1347.04,78969.226,106357352.06000,72951
1612000800000,2021-01-30 10:00:00,ETH/USDT,1346.91,1357.00,1338.22,1354.22,93916.673,126518160.87955,74772
1612004400000,2021-01-30 11:00:00,ETH/USDT,1354.23,1356.35,1340.10,1341.46,80259.830,108046455.26144,72404
1612008000000,2021-01-30 12:00:00,ETH/USDT,1341.47,1343.57,1331.00,1340.25,82850.152,110863701.21129,72747
1612011600000,2021-01-30 13:00:00,ETH/USDT,1340.20,1370.15,1338.44,1367.02,105815.193,143157866.79298,83426
1612015200000,2021-01-30 14:00:00,ETH/USDT,1367.00,1377.73,1361.51,1369.15,119519.503,163572593.94532,90254
1612018800000,2021-01-30 15:00:00,ETH/USDT,1369.15,1382.00,1365.94,1372.69,101863.382,140031515.03246,85481
1612022400000,2021-01-30 16:00:00,ETH/USDT,1372.69,1377.33,1347.14,1361.06,172495.706,235252481.53918,118826
1612026000000,2021-01-30 17:00:00,ETH/USDT,1361.06,1379.00,1359.50,1372.73,91310.642,125138235.25201,73444
1612029600000,2021-01-30 18:00:00,ETH/USDT,1372.81,1381.00,1365.60,1379.64,57164.737,78447031.85619,61421
1612033200000,2021-01-30 19:00:00,ETH/USDT,1379.64,1384.50,1368.40,1374.07,57795.227,79484081.76641,60831
1612036800000,2021-01-30 20:00:00,ETH/USDT,1374.07,1391.35,1373.93,1378.42,83868.263,115995692.69525,73990
1612040400000,2021-01-30 21:00:00,ETH/USDT,1378.56,1387.55,1370.00,1386.11,52960.457,72953198.67703,55457
1612044000000,2021-01-30 22:00:00,ETH/USDT,1386.07,1394.80,1382.38,1388.39,59241.682,82291258.56589,58956
1612047600000,2021-01-30 23:00:00,ETH/USDT,1388.57,1391.62,1371.03,1380.48,78223.444,107976766.40681,70307
1612051200000,2021-01-31 00:00:00,ETH/USDT,1380.42,1383.70,1362.20,1370.59,81572.068,112037481.53337,72626
1612054800000,2021-01-31 01:00:00,ETH/USDT,1370.36,1376.83,1364.32,1374.84,61923.807,84892200.79277,56568
1612058400000,2021-01-31 02:00:00,ETH/USDT,1374.85,1380.41,1355.00,1362.24,67332.923,92015280.86724,62769
1612062000000,2021-01-31 03:00:00,ETH/USDT,1362.13,1367.11,1356.31,1359.84,37026.775,50483699.37131,45480
1612065600000,2021-01-31 04:00:00,ETH/USDT,1359.84,1367.72,1352.89,1364.13,55773.003,75922472.67371,55148
1612069200000,2021-01-31 05:00:00,ETH/USDT,1364.14,1364.15,1345.70,1353.04,67071.185,90812584.28524,56608
1612072800000,2021-01-31 06:00:00,ETH/USDT,1353.05,1357.23,1347.65,1350.81,50433.327,68215053.40884,52426
1612076400000,2021-01-31 07:00:00,ETH/USDT,1350.80,1358.00,1342.53,1347.63,70707.274,95452518.99237,60636
1612080000000,2021-01-31 08:00:00,ETH/USDT,1347.58,1356.75,1340.60,1350.65,90353.130,121930286.94179,66456
1612083600000,2021-01-31 09:00:00,ETH/USDT,1350.65,1355.74,1342.35,1342.99,65333.453,88078938.95124,58214
1612087200000,2021-01-31 10:00:00,ETH/USDT,1343.01,1356.69,1340.31,1354.60,62584.059,84465168.89109,63048
1612090800000,2021-01-31 11:00:00,ETH/USDT,1354.39,1360.44,1351.84,1356.23,62398.534,84616586.59115,55588
1612094400000,2021-01-31 12:00:00,ETH/USDT,1356.23,1373.53,1351.28,1360.40,126234.110,171998761.91072,92753
1612098000000,2021-01-31 13:00:00,ETH/USDT,1360.41,1363.60,1345.61,1350.10,75302.763,101943630.15399,63212
1612101600000,2021-01-31 14:00:00,ETH/USDT,1350.10,1353.00,1332.92,1332.93,108387.505,145581764.19461,89484
1612105200000,2021-01-31 15:00:00,ETH/USDT,1332.93,1339.28,1292.50,1311.64,287450.520,377672042.19926,185336
1612108800000,2021-01-31 16:00:00,ETH/USDT,1311.59,1321.41,1298.04,1313.87,148845.584,195379784.85099,113473
1612112400000,2021-01-31 17:00:00,ETH/USDT,1313.87,1319.19,1285.12,1291.01,150130.442,195753135.04853,108555
1612116000000,2021-01-31 18:00:00,ETH/USDT,1291.01,1307.78,1281.96,1289.96,99991.103,129793690.37629,84731
1612119600000,2021-01-31 19:00:00,ETH/USDT,1290.00,1309.00,1288.54,1306.26,65099.320,84800526.38377,64543
1612123200000,2021-01-31 20:00:00,ETH/USDT,1305.95,1314.70,1292.55,1310.60,78113.263,101864560.23329,66399
1612126800000,2021-01-31 21:00:00,ETH/USDT,1310.71,1312.95,1294.23,1295.10,64740.110,84346831.88977,59747
1612130400000,2021-01-31 22:00:00,ETH/USDT,1295.09,1317.29,1294.51,1312.24,52197.589,68333556.66511,50972
1612134000000,2021-01-31 23:00:00,ETH/USDT,1312.24,1322.94,1308.51,1313.12,62896.438,82856471.44143,60687
1612137600000,2021-02-01 00:00:00,ETH/USDT,1313.09,1313.49,1270.00,1281.06,200753.622,257937932.21963,136416
1612141200000,2021-02-01 01:00:00,ETH/USDT,1280.95,1324.20,1278.41,1320.18,127892.662,166801054.19880,103768
1612144800000,2021-02-01 02:00:00,ETH/USDT,1320.26,1326.20,1309.10,1320.00,92356.557,121752711.68948,80362
1612148400000,2021-02-01 03:00:00,ETH/USDT,1320.00,1323.58,1312.03,1318.29,51557.109,67960281.60929,57407
1612152000000,2021-02-01 04:00:00,ETH/USDT,1318.29,1331.54,1313.31,1316.47,84538.730,111849419.82791,74879
1612155600000,2021-02-01 05:00:00,ETH/USDT,1316.41,1326.06,1311.74,1322.00,61543.340,81147266.76303,58748
1612159200000,2021-02-01 06:00:00,ETH/USDT,1322.00,1339.91,1302.71,1310.44,145031.898,191398764.83656,103744
1612162800000,2021-02-01 07:00:00,ETH/USDT,1310.39,1322.75,1305.11,1318.58,82503.311,108486308.38747,70839
1612166400000,2021-02-01 08:00:00,ETH/USDT,1318.57,1335.27,1310.00,1334.42,78797.173,104052583.95317,78002
1612170000000,2021-02-01 09:00:00,ETH/USDT,1334.43,1341.86,1326.51,1330.39,98911.446,131919609.41432,79960
1612173600000,2021-02-01 10:00:00,ETH/USDT,1330.39,1341.87,1325.03,1327.13,94608.361,126130431.70758,75865
1612177200000,2021-02-01 11:00:00,ETH/USDT,1327.14,1348.67,1325.00,1338.73,116252.495,155435049.66961,88422
1612180800000,2021-02-01 12:00:00,ETH/USDT,1338.80,1348.12,1327.01,1331.61,92970.047,124161859.57387,73048
1612184400000,2021-02-01 13:00:00,ETH/USDT,1331.62,1339.14,1326.06,1328.28,64784.548,86328649.17762,66281
1612188000000,2021-02-01 14:00:00,ETH/USDT,1328.31,1331.00,1310.05,1315.27,136517.462,180178262.28897,90794
1612191600000,2021-02-01 15:00:00,ETH/USDT,1315.19,1320.05,1301.53,1302.39,88373.996,116077203.36735,72170
1612195200000,2021-02-01 16:00:00,ETH/USDT,1302.29,1314.45,1300.21,1310.29,70797.010,92627720.01275,60714
1612198800000,2021-02-01 17:00:00,ETH/USDT,1310.30,1323.26,1307.00,1319.35,62556.125,82230279.56221,52465
1612202400000,2021-02-01 18:00:00,ETH/USDT,1319.35,1329.00,1317.46,1327.01,54953.286,72671860.20292,52693
1612206000000,2021-02-01 19:00:00,ETH/USDT,1327.01,1334.99,1325.12,1333.90,56618.261,75310885.07017,51821
1612209600000,2021-02-01 20:00:00,ETH/USDT,1333.90,1341.90,1333.24,1337.43,65085.982,87055447.29846,55852
1612213200000,2021-02-01 21:00:00,ETH/USDT,1337.43,1354.97,1330.38,1352.26,90656.679,121661674.32838,66266
1612216800000,2021-02-01 22:00:00,ETH/USDT,1352.28,1367.00,1345.36,1358.79,124251.632,168832981.13604,89912
1612220400000,2021-02-01 23:00:00,ETH/USDT,1358.80,1379.73,1357.91,1376.48,139873.261,191607063.95090,101491
1612224000000,2021-02-02 00:00:00,ETH/USDT,1376.74,1416.54,1376.05,1384.80,287284.612,400929818.06217,176606
1612227600000,2021-02-02 01:00:00,ETH/USDT,1384.75,1392.60,1371.12,1385.11,122091.061,168728560.81690,90070
1612231200000,2021-02-02 02:00:00,ETH/USDT,1385.12,1394.14,1372.10,1376.21,95522.390,132231090.78291,74228
1612234800000,2021-02-02 03:00:00,ETH/USDT,1376.22,1379.57,1363.00,1371.26,85386.085,117096259.02596,73512
1612238400000,2021-02-02 04:00:00,ETH/USDT,1371.27,1389.11,1370.01,1382.75,88566.437,122280525.54407,65231
1612242000000,2021-02-02 05:00:00,ETH/USDT,1382.75,1398.24,1379.69,1389.10,74868.178,103991673.56150,69519
1612245600000,2021-02-02 06:00:00,ETH/USDT,1389.10,1414.80,1389.09,1407.72,143139.224,200789625.22006,103622
1612249200000,2021-02-02 07:00:00,ETH/USDT,1407.83,1429.00,1406.49,1417.11,188198.401,267006821.13815,135393
1612252800000,2021-02-02 08:00:00,ETH/USDT,1417.11,1462.04,1411.00,1458.76,340069.697,487735844.25034,195248
1612256400000,2021-02-02 09:00:00,ETH/USDT,1458.76,1467.90,1431.00,1440.82,320974.599,465026384.96420,185749
1612260000000,2021-02-02 10:00:00,ETH/USDT,1441.01,1452.42,1433.00,1442.87,132016.205,190248263.79765,99881
1612263600000,2021-02-02 11:00:00,ETH/USDT,1442.88,1452.99,1413.08,1423.21,234727.095,335940451.50160,141515
1612267200000,2021-02-02 12:00:00,ETH/USDT,1423.22,1440.90,1411.00,1428.71,158591.629,226398272.89339,110351
1612270800000,2021-02-02 13:00:00,ETH/USDT,1428.72,1448.00,1424.42,1429.10,152413.034,218935575.54427,108688
1612274400000,2021-02-02 14:00:00,ETH/USDT,1429.29,1439.35,1413.61,1434.19,158891.473,226752560.47909,114762
1612278000000,2021-02-02 15:00:00,ETH/USDT,1434.10,1451.00,1421.00,1428.40,211625.533,303611506.46327,132318
1612281600000,2021-02-02 16:00:00,ETH/USDT,1428.40,1508.00,1424.28,1498.45,618970.775,915398947.50465,347297
1612285200000,2021-02-02 17:00:00,ETH/USDT,1498.45,1507.34,1466.00,1475.99,313806.917,465570497.13818,189148
1612288800000,2021-02-02 18:00:00,ETH/USDT,1476.00,1497.00,1470.41,1493.82,161089.470,239116668.62451,114491
1612292400000,2021-02-02 19:00:00,ETH/USDT,1493.82,1523.59,1483.35,1521.19,249504.081,374602539.33121,172748
1612296000000,2021-02-02 20:00:00,ETH/USDT,1521.19,1546.00,1501.68,1537.91,426427.992,650105786.54607,258923
1612299600000,2021-02-02 21:00:00,ETH/USDT,1537.81,1542.43,1515.00,1521.98,173509.739,265278275.83757,133623
1612303200000,2021-02-02 22:00:00,ETH/USDT,1521.99,1551.50,1517.29,1536.88,190005.249,292682102.38875,144725
1612306800000,2021-02-02 23:00:00,ETH/USDT,1536.88,1542.19,1511.92,1516.26,170676.365,260762679.37705,118344
1612310400000,2021-02-03 00:00:00,ETH/USDT,1516.20,1537.91,1515.56,1524.51,146497.033,223902700.00202,107272
1612314000000,2021-02-03 01:00:00,ETH/USDT,1524.46,1535.77,1515.00,1525.00,100476.245,153161520.97548,80385
1612317600000,2021-02-03 02:00:00,ETH/USDT,1525.00,1533.99,1510.76,1533.39,120474.858,183368757.71085,78955
1612321200000,2021-02-03 03:00:00,ETH/USDT,1533.48,1554.00,1531.24,1542.36,130559.369,201304693.81196,105581
1612324800000,2021-02-03 04:00:00,ETH/USDT,1542.36,1565.18,1540.30,1557.01,164484.793,255927957.97445,124177
1612328400000,2021-02-03 05:00:00,ETH/USDT,1556.99,1557.71,1542.76,1546.82,102791.107,159252961.72862,74881
1612332000000,2021-02-03 06:00:00,ETH/USDT,1546.82,1576.50,1545.82,1569.64,152290.914,238220874.41008,115863
1612335600000,2021-02-03 07:00:00,ETH/USDT,1569.73,1569.95,1545.60,1549.63,119344.839,185870527.74688,95959
1612339200000,2021-02-03 08:00:00,ETH/USDT,1549.63,1555.00,1515.50,1533.37,281850.473,431832718.27154,161333
1612342800000,2021-02-03 09:00:00,ETH/USDT,1533.42,1553.00,1517.00,1534.04,212936.526,326968217.42111,137788
1612346400000,2021-02-03 10:00:00,ETH/USDT,1534.03,1554.96,1525.59,1551.11,128164.984,197401572.52154,107043
1612350000000,2021-02-03 11:00:00,ETH/USDT,1551.10,1564.63,1537.20,1541.60,173380.793,269262246.21152,129590
1612353600000,2021-02-03 12:00:00,ETH/USDT,1541.42,1556.46,1525.54,1542.21,195135.690,300888909.82612,138125
1612357200000,2021-02-03 13:00:00,ETH/USDT,1542.15,1570.00,1532.15,1554.10,181767.384,282736652.70330,137981
1612360800000,2021-02-03 14:00:00,ETH/USDT,1554.10,1564.84,1540.41,1557.46,121893.793,189350265.94448,103204
1612364400000,2021-02-03 15:00:00,ETH/USDT,1557.49,1605.20,1553.29,1601.62,364069.573,577841515.90087,238273
1612368000000,2021-02-03 16:00:00,ETH/USDT,1601.68,1620.68,1583.00,1610.59,401015.231,642955349.16003,274153
1612371600000,2021-02-03 17:00:00,ETH/USDT,1610.60,1646.19,1602.80,1642.75,320575.054,522261903.16584,207494
1612375200000,2021-02-03 18:00:00,ETH/USDT,1642.84,1656.36,1625.00,1653.49,241257.684,396034123.30048,175604
1612378800000,2021-02-03 19:00:00,ETH/USDT,1653.53,1655.79,1620.00,1620.59,196869.842,322187494.23914,140221
1612382400000,2021-02-03 20:00:00,ETH/USDT,1620.60,1642.50,1605.97,1638.37,164497.022,267330231.35564,124711
1612386000000,2021-02-03 21:00:00,ETH/USDT,1638.37,1649.59,1622.12,1635.39,122287.364,200274541.73902,103374
1612389600000,2021-02-03 22:00:00,ETH/USDT,1635.38,1651.70,1632.00,1638.70,93102.059,152977630.01941,88803
1612393200000,2021-02-03 23:00:00,ETH/USDT,1638.69,1672.76,1632.23,1666.00,172038.094,284908389.02982,139994
1612396800000,2021-02-04 00:00:00,ETH/USDT,1666.10,1687.47,1664.40,1682.47,211728.522,354775913.81835,149336
1612400400000,2021-02-04 01:00:00,ETH/USDT,1682.46,1703.37,1679.46,1696.44,205326.936,347307635.76050,144529
1612404000000,2021-02-04 02:00:00,ETH/USDT,1696.71,1701.57,1651.00,1683.56,259650.874,434329706.61698,163326
1612407600000,2021-02-04 03:00:00,ETH/USDT,1683.56,1691.97,1635.50,1648.88,213030.927,354036030.03744,144336
1612411200000,2021-02-04 04:00:00,ETH/USDT,1648.87,1670.53,1636.49,1665.54,131662.965,218143626.19426,107103
1612414800000,2021-02-04 05:00:00,ETH/USDT,1665.59,1674.46,1651.67,1658.01,111039.872,184819392.93350,98420
1612418400000,2021-02-04 06:00:00,ETH/USDT,1658.00,1686.00,1651.14,1679.28,122099.918,204166379.49363,104221
1612422000000,2021-02-04 07:00:00,ETH/USDT,1679.28,1685.52,1662.99,1664.33,113375.820,189764342.03739,96761
1612425600000,2021-02-04 08:00:00,ETH/USDT,1664.33,1690.68,1635.70,1642.27,245034.450,409583328.53300,160491
1612429200000,2021-02-04 09:00:00,ETH/USDT,1642.27,1649.89,1571.11,1647.58,591503.934,958433899.34704,326105
1612432800000,2021-02-04 10:00:00,ETH/USDT,1647.55,1655.53,1637.27,1645.05,170541.112,280884637.28803,127272
1612436400000,2021-02-04 11:00:00,ETH/USDT,1644.83,1650.99,1615.14,1615.72,220632.906,360531203.00747,153890
1612440000000,2021-02-04 12:00:00,ETH/USDT,1615.65,1647.83,1609.10,1639.09,172648.866,281580051.33990,130541
1612443600000,2021-02-04 13:00:00,ETH/USDT,1639.22,1642.77,1621.32,1635.00,116773.339,190611099.61780,97580
1612447200000,2021-02-04 14:00:00,ETH/USDT,1635.00,1644.00,1586.00,1595.00,264899.797,427716408.85388,163485
1612450800000,2021-02-04 15:00:00,ETH/USDT,1594.93,1606.67,1557.00,1583.04,449577.310,710038222.39170,275784
1612454400000,2021-02-04 16:00:00,ETH/USDT,1582.92,1635.86,1567.57,1631.54,257011.370,411629150.68874,187935
1612458000000,2021-02-04 17:00:00,ETH/USDT,1631.54,1654.00,1628.00,1637.32,239909.720,393571115.21633,159042
1612461600000,2021-02-04 18:00:00,ETH/USDT,1637.32,1659.84,1633.00,1659.00,145393.917,239332860.66977,111035
1612465200000,2021-02-04 19:00:00,ETH/USDT,1659.00,1670.00,1641.38,1658.06,140186.303,232004551.51175,111384
1612468800000,2021-02-04 20:00:00,ETH/USDT,1658.09,1677.03,1641.42,1659.66,138125.602,229351353.53752,109598
1612472400000,2021-02-04 21:00:00,ETH/USDT,1659.56,1664.00,1630.00,1643.23,121738.716,200153520.67985,100569
1612476000000,2021-02-04 22:00:00,ETH/USDT,1643.24,1643.97,1601.00,1626.82,172591.244,279298908.87551,135426
1612479600000,2021-02-04 23:00:00,ETH/USDT,1626.82,1629.81,1588.01,1596.00,152032.337,244444940.60613,112753
1612483200000,2021-02-05 00:00:00,ETH/USDT,1595.93,1624.90,1592.46,1617.33,129173.253,207894900.80468,102270
1612486800000,2021-02-05 01:00:00,ETH/USDT,1617.44,1627.55,1597.25,1600.30,88638.445,142930994.17909,80563
1612490400000,2021-02-05 02:00:00,ETH/USDT,1600.25,1622.94,1596.78,1620.90,81310.143,130738666.55744,75274
1612494000000,2021-02-05 03:00:00,ETH/USDT,1620.90,1659.00,1616.45,1644.60,182024.650,299565129.14660,116024
1612497600000,2021-02-05 04:00:00,ETH/USDT,1644.63,1648.70,1631.79,1637.20,74288.860,121732326.01831,64289
1612501200000,2021-02-05 05:00:00,ETH/USDT,1637.19,1649.28,1625.30,1635.00,78360.944,128219988.79577,70032
1612504800000,2021-02-05 06:00:00,ETH/USDT,1635.01,1667.99,1635.01,1649.55,124682.255,206294662.69233,97746
1612508400000,2021-02-05 07:00:00,ETH/USDT,1649.55,1674.87,1649.17,1666.50,134612.363,223754013.64786,97986
1612512000000,2021-02-05 08:00:00,ETH/USDT,1666.50,1681.10,1652.94,1672.65,148372.325,247296935.37985,105581
1612515600000,2021-02-05 09:00:00,ETH/USDT,1672.66,1683.52,1653.46,1654.61,131339.420,219266934.04489,99953
1612519200000,2021-02-05 10:00:00,ETH/USDT,1654.43,1670.88,1643.79,1647.22,123931.532,205293772.34245,93001
1612522800000,2021-02-05 11:00:00,ETH/USDT,1647.14,1666.93,1645.00,1665.57,77932.064,129153817.44101,68865
1612526400000,2021-02-05 12:00:00,ETH/USDT,1665.59,1681.32,1658.56,1663.37,135062.746,225652726.44677,109272
1612530000000,2021-02-05 13:00:00,ETH/USDT,1663.31,1730.00,1663.27,1723.65,259635.176,441695923.89809,178105
1612533600000,2021-02-05 14:00:00,ETH/USDT,1723.50,1751.93,1713.95,1738.94,311443.178,539187241.62429,204609
1612537200000,2021-02-05 15:00:00,ETH/USDT,1738.88,1753.35,1723.00,1745.24,217318.946,377961323.43053,157697
1612540800000,2021-02-05 16:00:00,ETH/USDT,1745.25,1767.19,1709.00,1730.39,343792.752,599348357.97474,218514
1612544400000,2021-02-05 17:00:00,ETH/USDT,1730.20,1739.12,1719.48,1731.30,143980.339,248936637.85107,106670
1612548000000,2021-02-05 18:00:00,ETH/USDT,1731.39,1733.85,1685.23,1687.47,242588.897,414123099.42071,147658
1612551600000,2021-02-05 19:00:00,ETH/USDT,1687.25,1719.36,1684.27,1712.62,160706.430,273581417.70077,119944
1612555200000,2021-02-05 20:00:00,ETH/USDT,1712.65,1726.90,1696.79,1722.85,103509.414,177402546.71320,88254
1612558800000,2021-02-05 21:00:00,ETH/USDT,1722.84,1729.44,1712.43,1722.22,75593.492,130059498.88239,75033
1612562400000,2021-02-05 22:00:00,ETH/USDT,1722.22,1722.28,1702.00,1703.97,73862.194,126419470.79636,75581
1612566000000,2021-02-05 23:00:00,ETH/USDT,1704.15,1728.00,1702.03,1721.16,76309.286,131269198.74975,75489
1612569600000,2021-02-06 00:00:00,ETH/USDT,1721.03,1748.11,1720.26,1732.46,135264.914,234855650.56358,106583
1612573200000,2021-02-06 01:00:00,ETH/USDT,1732.47,1734.29,1647.09,1675.33,401611.704,678180341.97160,241826
1612576800000,2021-02-06 02:00:00,ETH/USDT,1675.58,1695.00,1664.00,1683.79,194838.645,327922754.66358,139759
1612580400000,2021-02-06 03:00:00,ETH/USDT,1683.69,1691.00,1666.29,1685.20,136177.992,228609221.79267,106442
1612584000000,2021-02-06 04:00:00,ETH/USDT,1685.21,1685.54,1668.00,1674.37,73667.190,123591470.79905,76908
1612587600000,2021-02-06 05:00:00,ETH/USDT,1674.40,1676.71,1648.17,1663.25,116891.768,194124486.57098,97737
1612591200000,2021-02-06 06:00:00,ETH/USDT,1663.26,1682.61,1660.09,1680.49,82613.815,138063205.76860,86858
1612594800000,2021-02-06 07:00:00,ETH/USDT,1680.44,1684.52,1673.80,1674.99,68149.299,114377783.32817,67324
1612598400000,2021-02-06 08:00:00,ETH/USDT,1674.99,1712.84,1673.75,1703.02,147096.472,249626557.31711,114246
1612602000000,2021-02-06 09:00:00,ETH/USDT,1703.14,1722.22,1695.00,1700.67,137865.996,235462400.85480,102200
1612605600000,2021-02-06 10:00:00,ETH/USDT,1700.57,1701.73,1678.86,1695.48,119646.323,202361856.35711,93883
1612609200000,2021-02-06 11:00:00,ETH/USDT,1695.47,1702.26,1677.99,1683.49,153364.027,259199447.15902,109528
1612612800000,2021-02-06 12:00:00,ETH/USDT,1683.49,1692.70,1665.03,1677.67,134019.486,225296278.30663,99342
1612616400000,2021-02-06 13:00:00,ETH/USDT,1677.66,1689.82,1671.95,1678.46,74149.034,124735604.16791,75285
1612620000000,2021-02-06 14:00:00,ETH/USDT,1678.46,1702.19,1678.46,1690.03,98201.193,166151384.22206,87903
1612623600000,2021-02-06 15:00:00,ETH/USDT,1690.04,1698.88,1675.12,1677.13,83411.102,140636492.50096,80206
1612627200000,2021-02-06 16:00:00,ETH/USDT,1677.13,1698.89,1661.01,1698.63,150178.214,252263315.39439,111841
1612630800000,2021-02-06 17:00:00,ETH/USDT,1698.61,1711.73,1682.00,1707.15,109638.576,186054138.59145,92159
1612634400000,2021-02-06 18:00:00,ETH/USDT,1707.15,1717.59,1696.00,1709.51,107180.887,182874726.99004,88240
1612638000000,2021-02-06 19:00:00,ETH/USDT,1709.51,1718.36,1697.52,1711.40,96451.893,164863063.90053,80288
1612641600000,2021-02-06 20:00:00,ETH/USDT,1711.49,1713.60,1685.55,1697.59,91320.717,154989191.90754,78227
1612645200000,2021-02-06 21:00:00,ETH/USDT,1697.60,1719.18,1696.28,1713.34,74504.350,127398585.77229,66228
1612648800000,2021-02-06 22:00:00,ETH/USDT,1713.48,1725.32,1700.38,1705.84,74828.673,128264761.86436,63533
1612652400000,2021-02-06 23:00:00,ETH/USDT,1705.99,1707.87,1672.42,1679.34,129988.415,219317712.07297,96949
1612656000000,2021-02-07 00:00:00,ETH/USDT,1679.38,1695.50,1674.72,1686.52,113885.824,191918380.96654,89162
1612659600000,2021-02-07 01:00:00,ETH/USDT,1686.51,1689.23,1629.00,1643.18,213381.175,353627656.03480,148537
1612663200000,2021-02-07 02:00:00,ETH/USDT,1643.19,1648.55,1610.31,1629.21,242241.843,394097596.68813,158856
1612666800000,2021-02-07 03:00:00,ETH/USDT,1629.20,1634.83,1616.00,1628.22,115520.725,187857400.57450,92542
1612670400000,2021-02-07 04:00:00,ETH/USDT,1628.22,1634.14,1587.00,1610.30,214660.194,345577934.79368,137345
1612674000000,2021-02-07 05:00:00,ETH/USDT,1610.29,1622.70,1603.11,1617.10,100752.763,162690530.23207,86080
1612677600000,2021-02-07 06:00:00,ETH/USDT,1617.10,1621.50,1608.64,1612.97,67507.925,109109468.30425,64910
1612681200000,2021-02-07 07:00:00,ETH/USDT,1612.97,1640.51,1608.44,1633.00,99555.066,162290246.15208,80145
1612684800000,2021-02-07 08:00:00,ETH/USDT,1633.00,1649.78,1629.71,1643.20,105567.446,173279225.16954,83563
1612688400000,2021-02-07 09:00:00,ETH/USDT,1643.20,1644.78,1633.00,1639.01,74040.320,121411410.72982,61471
1612692000000,2021-02-07 10:00:00,ETH/USDT,1639.01,1658.25,1637.00,1640.51,92401.716,152369570.37943,77006
1612695600000,2021-02-07 11:00:00,ETH/USDT,1640.51,1641.10,1616.80,1627.22,124000.188,201785368.18391,94322
1612699200000,2021-02-07 12:00:00,ETH/USDT,1627.17,1632.60,1601.10,1618.69,136393.370,220360156.29744,106965
1612702800000,2021-02-07 13:00:00,ETH/USDT,1618.69,1630.35,1581.00,1587.66,227674.167,364415728.34796,152983
1612706400000,2021-02-07 14:00:00,ETH/USDT,1587.79,1589.00,1565.00,1573.39,247854.301,391171530.53099,163479
1612710000000,2021-02-07 15:00:00,ETH/USDT,1573.39,1579.90,1524.40,1538.65,436309.129,674476836.06303,232393
1612713600000,2021-02-07 16:00:00,ETH/USDT,1538.68,1557.00,1490.48,1554.48,517549.820,789391914.17679,270403
1612717200000,2021-02-07 17:00:00,ETH/USDT,1554.48,1575.00,1545.45,1555.44,271624.066,424100380.07467,163744
1612720800000,2021-02-07 18:00:00,ETH/USDT,1555.40,1586.86,1552.42,1580.32,128005.529,201001245.78229,99891
1612724400000,2021-02-07 19:00:00,ETH/USDT,1580.32,1590.00,1561.91,1566.29,107183.400,169253541.93254,90557
1612728000000,2021-02-07 20:00:00,ETH/USDT,1566.29,1584.95,1552.22,1582.39,102494.176,160794045.52935,89469
1612731600000,2021-02-07 21:00:00,ETH/USDT,1582.40,1603.70,1574.18,1597.01,113358.154,180226044.77958,101111
1612735200000,2021-02-07 22:00:00,ETH/USDT,1597.01,1602.00,1575.86,1600.71,81008.266,128771360.28800,77654
1612738800000,2021-02-07 23:00:00,ETH/USDT,1600.61,1621.81,1598.44,1611.99,130824.515,210862618.44601,112602
1612742400000,2021-02-08 00:00:00,ETH/USDT,1612.00,1632.73,1591.17,1597.59,150881.475,243210993.64553,118070
